  22.650  -0.08765   0.08765  -0.08765
  22.700  -0.08745   0.08745  -0.08745
  22.750  -0.08726   0.08726  -0.08726
  22.800  -0.08707   0.08707  -0.08707
  22.850  -0.08688   0.08688  -0.08688
  22.900  -0.08669   0.08669  -0.08669
  22.950  -0.08650   0.08650  -0.08650
  23.000  -0.08631   0.08631  -0.08631
  23.050  -0.08613   0.08613  -0.08613
  23.100  -0.08594   0.08594  -0.08594
  23.150  -0.08575   0.08575  -0.08575
  23.200  -0.08557   0.08557  -0.08557
  23.250  -0.08539   0.08539  -0.08539
  23.300  -0.08520   0.08520  -0.08520
  23.350  -0.08502   0.08502  -0.08502
  23.400  -0.08484   0.08484  -0.08484
  23.450  -0.08466   0.08466  -0.08466
  23.500  -0.08448   0.08448  -0.08448
  23.550  -0.08430   0.08430  -0.08430
  23.600  -0.08412   0.08412  -0.08412
  23.650  -0.08394   0.08394  -0.08394
  23.700  -0.08376   0.08376  -0.08376
  23.750  -0.08359   0.08359  -0.08359
  23.800  -0.08341   0.08341  -0.08341
  23.850  -0.08324   0.08324  -0.08324
  23.900  -0.08306   0.08306  -0.08306
  23.950  -0.08289   0.08289  -0.08289
  24.000  -0.08272   0.08272  -0.08272
  24.050  -0.08255   0.08255  -0.08255
  24.100  -0.08237   0.08237  -0.08237
  24.150  -0.08220   0.08220  -0.08220
  24.200  -0.08203   0.08203  -0.08203
  24.250  -0.08186   0.08186  -0.08186
  24.300  -0.08170   0.08170  -0.08170
  24.350  -0.08153   0.08153  -0.08153
  24.400  -0.08136   0.08136  -0.08136
  24.450  -0.08120   0.08120  -0.08120
  24.500  -0.08103   0.08103  -0.08103
  24.550  -0.08086   0.08086  -0.08086
  24.600  -0.08070   0.08070  -0.08070
  24.650  -0.08054   0.08054  -0.08054
  24.700  -0.08037   0.08037  -0.08037
  24.750  -0.08021   0.08021  -0.08021
  24.800  -0.08005   0.08005  -0.08005
  24.850  -0.07989   0.07989  -0.07989
  24.900  -0.07973   0.07973  -0.07973
  24.950  -0.07957   0.07957  -0.07957
  25.000  -0.07941   0.07941  -0.07941
  25.050  -0.07925   0.07925  -0.07925
  25.100  -0.07909   0.07909  -0.07909
  25.150  -0.07894   0.07894  -0.07894
  25.200  -0.07878   0.07878  -0.07878
  25.250  -0.07862   0.07862  -0.07862
  25.300  -0.07847   0.07847  -0.07847
  25.350  -0.07831   0.07831  -0.07831
  25.400  -0.07816   0.07816  -0.07816
  25.450  -0.07800   0.07800  -0.07800
  25.500  -0.07785   0.07785  -0.07785
  25.550  -0.07770   0.07770  -0.07770
  25.600  -0.07755   0.07755  -0.07755
  25.650  -0.07740   0.07740  -0.07740
  25.700  -0.07725   0.07725  -0.07725
  25.750  -0.07710   0.07710  -0.07710
  25.800  -0.07695   0.07695  -0.07695
  25.850  -0.07680   0.07680  -0.07680
  25.900  -0.07665   0.07665  -0.07665
  25.950  -0.07650   0.07650  -0.07650
  26.000  -0.07635   0.07635  -0.07635
  26.050  -0.07621   0.07621  -0.07621
  26.100  -0.07606   0.07606  -0.07606
  26.150  -0.07592   0.07592  -0.07592
  26.200  -0.07577   0.07577  -0.07577
  26.250  -0.07563   0.07563  -0.07563
  26.300  -0.07548   0.07548  -0.07548
  26.350  -0.07534   0.07534  -0.07534
  26.400  -0.07520   0.07520  -0.07520
  26.450  -0.07506   0.07506  -0.07506
  26.500  -0.07491   0.07491  -0.07491
  26.550  -0.07477   0.07477  -0.07477
  26.600  -0.07463   0.07463  -0.07463
  26.650  -0.07449   0.07449  -0.07449
  26.700  -0.07435   0.07435  -0.07435
  26.750  -0.07421   0.07421  -0.07421
  26.800  -0.07408   0.07408  -0.07408
  26.850  -0.07394   0.07394  -0.07394
  26.900  -0.07380   0.07380  -0.07380
  26.950  -0.07366   0.07366  -0.07366
  27.000  -0.07353   0.07353  -0.07353
  27.050  -0.07339   0.07339  -0.07339
  27.100  -0.07326   0.07326  -0.07326
  27.150  -0.07312   0.07312  -0.07312
  27.200  -0.07299   0.07299  -0.07299
  27.250  -0.07285   0.07285  -0.07285
  27.300  -0.07272   0.07272  -0.07272
  27.350  -0.07259   0.07259  -0.07259
  27.400  -0.07245   0.07245  -0.07245
  27.450  -0.07232   0.07232  -0.07232
  27.500  -0.07219   0.07219  -0.07219
  27.550  -0.07206   0.07206  -0.07206
  27.600  -0.07193   0.07193  -0.07193
  27.650  -0.07180   0.07180  -0.07180
  27.700  -0.07167   0.07167  -0.07167
  27.750  -0.07154   0.07154  -0.07154
  27.800  -0.07141   0.07141  -0.07141
  27.850  -0.07128   0.07128  -0.07128
  27.900  -0.07115   0.07115  -0.07115
  27.950  -0.07103   0.07103  -0.07103
  28.000  -0.07090   0.07090  -0.07090
  28.050  -0.07077   0.07077  -0.07077
  28.100  -0.07065   0.07065  -0.07065
  28.150  -0.07052   0.07052  -0.07052
  28.200  -0.07040   0.07040  -0.07040
  28.250  -0.07027   0.07027  -0.07027
  28.300  -0.07015   0.07015  -0.07015
  28.350  -0.07003   0.07003  -0.07003
  28.400  -0.06990   0.06990  -0.06990
  28.450  -0.06978   0.06978  -0.06978
  28.500  -0.06966   0.06966  -0.06966
  28.550  -0.06953   0.06953  -0.06953
  28.600  -0.06941   0.06941  -0.06941
  28.650  -0.06929   0.06929  -0.06929
  28.700  -0.06917   0.06917  -0.06917
  28.750  -0.06905   0.06905  -0.06905
  28.800  -0.06893   0.06893  -0.06893
  28.850  -0.06881   0.06881  -0.06881
  28.900  -0.06869   0.06869  -0.06869
  28.950  -0.06857   0.06857  -0.06857
  29.000  -0.06846   0.06846  -0.06846
  29.050  -0.06834   0.06834  -0.06834
  29.100  -0.06822   0.06822  -0.06822
  29.150  -0.06810   0.06810  -0.06810
  29.200  -0.06799   0.06799  -0.06799
  29.250  -0.06787   0.06787  -0.06787
  29.300  -0.06775   0.06775  -0.06775
  29.350  -0.06764   0.06764  -0.06764
  29.400  -0.06752   0.06752  -0.06752
  29.450  -0.06741   0.06741  -0.06741
  29.500  -0.06730   0.06730  -0.06730
  29.550  -0.06718   0.06718  -0.06718
  29.600  -0.06707   0.06707  -0.06707
  29.650  -0.06696   0.06696  -0.06696
  29.700  -0.06684   0.06684  -0.06684
  29.750  -0.06673   0.06673  -0.06673
  29.800  -0.06662   0.06662  -0.06662
  29.850  -0.06651   0.06651  -0.06651
  29.900  -0.06640   0.06640  -0.06640
  29.950  -0.06628   0.06628  -0.06628
  30.000  -0.06617   0.06617  -0.06617
  30.050  -0.06606   0.06606  -0.06606
  30.100  -0.06595   0.06595  -0.06595
  30.150  -0.06584   0.06584  -0.06584
  30.200  -0.06574   0.06574  -0.06574
  30.250  -0.06563   0.06563  -0.06563
  30.300  -0.06552   0.06552  -0.06552
  30.350  -0.06541   0.06541  -0.06541
  30.400  -0.06530   0.06530  -0.06530
  30.450  -0.06520   0.06520  -0.06520
  30.500  -0.06509   0.06509  -0.06509
  30.550  -0.06498   0.06498  -0.06498
  30.600  -0.06488   0.06488  -0.06488
  30.650  -0.06477   0.06477  -0.06477
  30.700  -0.06467   0.06467  -0.06467
  30.750  -0.06456   0.06456  -0.06456
  30.800  -0.06446   0.06446  -0.06446
  30.850  -0.06435   0.06435  -0.06435
  30.900  -0.06425   0.06425  -0.06425
  30.950  -0.06414   0.06414  -0.06414
  31.000  -0.06404   0.06404  -0.06404
  31.050  -0.06394   0.06394  -0.06394
  31.100  -0.06383   0.06383  -0.06383
  31.150  -0.06373   0.06373  -0.06373
  31.200  -0.06363   0.06363  -0.06363
  31.250  -0.06353   0.06353  -0.06353
  31.300  -0.06343   0.06343  -0.06343
  31.350  -0.06332   0.06332  -0.06332
  31.400  -0.06322   0.06322  -0.06322
  31.450  -0.06312   0.06312  -0.06312
  31.500  -0.06302   0.06302  -0.06302
